GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT OF BICYCLE              ,Theft,3-Oct-16,2610 WHITIS AVE                                                                                     ,12-Oct-16,78705.0
BURGLARY OF VEHICLE           ,Theft,1-Jan-16,127 E RIVERSIDE DR                                                                                  ,14-Jan-16,78704.0
AUTO THEFT                    ,Auto Theft,4-Aug-16,ROSEWOOD AVE / CHICON ST                                                                            ,11-Aug-16,78702.0
BURGLARY OF VEHICLE           ,Theft,2-Sep-16,6001 MIDDLE FISKVILLE RD                                                                            ,5-Oct-16,78752.0
THEFT                         ,Theft,7-May-16,11200 LAKELINE MALL DR                                                                              ,11-May-16,78613.0
BURGLARY OF VEHICLE           ,Theft,1-Jun-16,8600 N FM 620 RD                                                                                    ,6-Jun-16,78726.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,31-Jul-16,11920 DOMAIN DR                                                                                     ,9-Aug-16,78758.0
BURGLARY OF VEHICLE           ,Theft,16-Mar-16,2200 PANTHER TRL                                                                                    ,16-Mar-16,78704.0
THEFT                         ,Theft,30-Apr-16,12330 N IH 35 SVRD SB                                                                               ,23-May-16,78753.0
SEXUAL ASSAULT OF CHILD/OBJECT,Rape,16-Apr-16,,10-Nov-16,78705.0
THEFT                         ,Theft,14-Jun-16,4603 KIOWA PASS                                                                                     ,17-Jun-16,78745.0
BURGLARY OF VEHICLE           ,Theft,30-Apr-16,3303 BREEDLOVE CT                                                                                   ,5-May-16,78721.0
THEFT                         ,Theft,11-Feb-16,10616 MELLOW MEADOWS                                                                                ,8-Mar-16,78750.0
THEFT                         ,Theft,16-Apr-16,1030 NORWOOD PARK BLVD                                                                              ,26-Jul-16,78753.0
AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault,20-Nov-16,6407 BRIDGEWATER DR                                                                                 ,20-Nov-16,78723.0
THEFT OF BICYCLE              ,Theft,12-Apr-16,4539 GUADALUPE ST                                                                                   ,14-Apr-16,78751.0
THEFT BY SHOPLIFTING          ,Theft,25-Feb-16,5621 N IH 35 NB                                                                                     ,25-Feb-16,78723.0
BURGLARY OF VEHICLE           ,Theft,6-Jun-16,5503 CHINA BERRY RD                                                                                 ,15-Jun-16,78744.0
THEFT                         ,Theft,26-Jan-16,7104 BERKMAN DR                                                                                     ,,78752.0
THEFT BY SHOPLIFTING          ,Theft,31-Jan-16,1030 NORWOOD PARK BLVD                                                                              ,14-Apr-16,78753.0
BURGLARY OF VEHICLE           ,Theft,1-Feb-16,7401 S PLEASANT VALLEY RD                                                                           ,16-Jun-16,78744.0
THEFT BY SHOPLIFTING          ,Theft,16-Aug-16,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,3-Oct-16,78746.0
BURGLARY OF VEHICLE           ,Theft,18-Aug-16,10601 WALNUT BEND DR                                                                                ,19-Aug-16,78753.0
AUTO THEFT                    ,Auto Theft,5-Aug-16,9920 ALY MAY DR                                                                                     ,7-Aug-16,78748.0
THEFT                         ,Theft,12-Feb-16,611 BAYLOR ST                                                                                       ,15-Feb-16,78703.0
THEFT BY SHOPLIFTING          ,Theft,20-Nov-16,5621 N IH 35 SVRD NB                                                                                ,20-Nov-16,78723.0
THEFT                         ,Theft,5-Jul-16,2625 JONES RD                                                                                       ,19-Jul-16,78745.0
BURGLARY OF VEHICLE           ,Theft,16-Aug-16,6710 WENTWORTH DR                                                                                   ,7-Sep-16,78724.0
AUTO THEFT                    ,Auto Theft,24-Jun-16,1603 E OLTORF ST                                                                                    ,28-Jun-16,78741.0
AGG ASSAULT WITH MOTOR VEH    ,Agg Assault,20-Dec-16,10401 RESEARCH BLVD SVRD NB                                                                         ,8-Feb-17,78759.0
BURGLARY NON RESIDENCE        ,Burglary,8-Sep-16,11201 PECAN PARK BLVD                                                                               ,,78613.0
THEFT BY SHOPLIFTING          ,Theft,19-Mar-16,5811 BERKMAN DR                                                                                     ,24-Mar-16,78723.0
THEFT                         ,Theft,16-Nov-16,11917 SWAN DR                                                                                       ,26-Dec-16,78750.0
THEFT                         ,Theft,18-Oct-16,1600 WICKERSHAM LN                                                                                  ,22-Dec-16,78741.0
BURGLARY OF VEHICLE           ,Theft,25-Dec-16,4501 E RIVERSIDE DR                                                                                 ,3-Jan-17,78741.0
THEFT                         ,Theft,3-Jun-16,906 E 55TH ST                                                                                       ,8-Jun-16,78751.0
BURGLARY OF VEHICLE           ,Theft,13-Jul-16,5200 N CAPITAL OF TEXAS HWY NB                                                                      ,15-Jul-16,78746.0
THEFT BY SHOPLIFTING          ,Theft,21-Oct-16,10107 RESEARCH BLVD NB                                                                              ,21-Oct-16,78759.0
THEFT BY SHOPLIFTING          ,Theft,8-Mar-16,5300 S MOPAC EXPY SVRD SB                                                                           ,9-Mar-16,78749.0
BURGLARY OF VEHICLE           ,Theft,2-Feb-16,3621 W SLAUGHTER LN                                                                                 ,3-Feb-16,78749.0
BURGLARY NON RESIDENCE        ,Burglary,3-Apr-16,2006 S 1ST ST                                                                                       ,2-May-16,78704.0
THEFT                         ,Theft,9-Mar-16,5000 SPRINGDALE RD                                                                                  ,14-Apr-16,78723.0
