Offense_Description,Report_Date,Full Address,Zip
Theft: All Other Larceny,12/27/2014 12:00:00 AM,2103 S CONGRESS AVE                                                                                 ,78704
Theft: BOV,05/12/2014 12:00:00 AM,1014 BONHAM TER                                                                                     ,78704
Theft: Auto Theft,05/13/2014 12:00:00 AM,10009 N LAMAR BLVD                                                                                  ,78753
Theft: All Other Larceny,11/18/2014 12:00:00 AM,3401 E PARMER LN                                                                                    ,78754
Theft: All Other Larceny,07/30/2014 12:00:00 AM,2901 S CAPITAL OF TEXAS HWY NB                                                                      ,78746
Theft: All Other Larceny,01/15/2014 12:00:00 AM,11608 SPICEWOOD PKWY                                                                                ,78750
Theft: All Other Larceny,03/13/2014 12:00:00 AM,2220 BARTON SPRINGS RD                                                                              ,78746
Robbery,09/04/2014 12:00:00 AM,500 E 7TH ST                                                                                        ,78701
Theft: All Other Larceny,08/17/2014 12:00:00 AM,4700 BLOCK LOYOLA LN                                                                                ,78723
Burglary: Breaking & Entering,07/07/2014 12:00:00 AM,4220 MONTEREY OAKS BLVD                                                                             ,78749
Theft: BOV,11/10/2014 12:00:00 AM,1501 REAGAN HILL DR                                                                                 ,78752
Theft: Auto Theft,08/15/2014 12:00:00 AM,6400 BUMPSTEAD DR                                                                                   ,78747
Theft: All Other Larceny,10/22/2014 12:00:00 AM,205 W 3RD ST                                                                                        ,78701
Burglary: Breaking & Entering,04/08/2014 12:00:00 AM,306 LIGHTSEY RD                                                                                     ,78704
Theft: Shoplifting,08/30/2014 12:00:00 AM,5621 N IH 35 SVRD NB                                                                                ,78723
Burglary: Breaking & Entering,11/21/2014 12:00:00 AM,6302 WINDSLOW CT                                                                                    ,78723
Theft: All Other Larceny,06/24/2014 12:00:00 AM,525 N LAMAR BLVD                                                                                    ,78703
Theft: All Other Larceny,04/08/2014 12:00:00 AM,E STASSNEY LN / S IH 35 SVRD SB                                                                     ,78745
Aggravated Assault,07/09/2014 12:00:00 AM,8610 N LAMAR BLVD                                                                                   ,78758
Theft: All Other Larceny,02/25/2014 12:00:00 AM,1100 E OLTORF ST                                                                                    ,78704
Theft: BOV,01/03/2014 12:00:00 AM,74 RAINEY ST                                                                                        ,78701
Theft: All Other Larceny,05/14/2014 12:00:00 AM,7501 W US 290 HWY                                                                                   ,78749
